	SV CODE	SV EXPERIMENT CODE	SV EXPERIMENT QA STATUS	SV EXPERIMENT SNR	SV EXPERIMENT WBW	SV IS A VALID EXPERIMENT?	SV IS A VALID VOXEL?
et2024 	svs000 	idf0000 	NA 	89.51 	5.12 	YES 	YES 	et2024 	svs000 	idf0000 	0 	89.51 	5.12 	0 	0
et3362 	svs000 	idf0001 	NA 	34.85 	5.6 	YES 	YES 	et3362 	svs000 	idf0001 	0 	34.85 	5.6 	0 	0
et3362 	svs001 	idf0000 	NA 	54.2 	4.9 	YES 	YES 	et3362 	svs001 	idf0000 	0 	54.2 	4.9 	0 	0
et3363 	svs000 	idf0014 	NA 	25.21 	0 	YES 	YES 	et3363 	svs000 	idf0014 	0 	25.21 	0.0 	0 	0
et3364 	svs000 	idf0000 	NA 	18.33 	4.88 	YES 	YES 	et3364 	svs000 	idf0000 	0 	18.33 	4.88 	0 	0
et3364 	svs000 	idf0001 	NA 	28 	4.88 	YES 	YES 	et3364 	svs000 	idf0001 	0 	28.0 	4.88 	0 	0
et3365 	svs000 	idf0001 	NA 	107.99 	4.75 	YES 	YES 	et3365 	svs000 	idf0001 	0 	107.99 	4.75 	0 	0
et3365 	svs000 	idf0002 	NA 	143.16 	4.97 	YES 	YES 	et3365 	svs000 	idf0002 	0 	143.16 	4.97 	0 	0
et3366 	svs000 	idf0000 	NA 	94.26 	8.55 	YES 	YES 	et3366 	svs000 	idf0000 	0 	94.26 	8.55 	0 	0
et3366 	svs000 	idf0001 	NA 	12.44 	8.55 	YES 	YES 	et3366 	svs000 	idf0001 	0 	12.44 	8.55 	0 	0
et3367 	svs000 	idf0000 	NA 	37.86 	8.55 	YES 	YES 	et3367 	svs000 	idf0000 	0 	37.86 	8.55 	0 	0
et3367 	svs000 	idf0001 	NA 	23.27 	8.55 	YES 	YES 	et3367 	svs000 	idf0001 	0 	23.27 	8.55 	0 	0
et3368 	svs000 	idf0000 	NA 	140.99 	8.55 	YES 	YES 	et3368 	svs000 	idf0000 	0 	140.99 	8.55 	0 	0
et3368 	svs000 	idf0001 	NA 	24.1 	8.55 	YES 	YES 	et3368 	svs000 	idf0001 	0 	24.1 	8.55 	0 	0
et3369 	svs000 	idf0000 	NA 	37.26 	4.04 	YES 	YES 	et3369 	svs000 	idf0000 	0 	37.26 	4.04 	0 	0
et3369 	svs000 	idf0001 	NA 	17.55 	3.98 	YES 	YES 	et3369 	svs000 	idf0001 	0 	17.55 	3.98 	0 	0
et3370 	svs000 	idf0000 	NA 	55.74 	3.79 	YES 	YES 	et3370 	svs000 	idf0000 	0 	55.74 	3.79 	0 	0
et3370 	svs000 	idf0001 	NA 	26.58 	3.54 	YES 	YES 	et3370 	svs000 	idf0001 	0 	26.58 	3.54 	0 	0
et3372 	svs000 	idf0005 	NA 	219.77 	4.71 	YES 	YES 	et3372 	svs000 	idf0005 	0 	219.77 	4.71 	0 	0
et3372 	svs000 	idf0006 	NA 	164.02 	4.59 	YES 	YES 	et3372 	svs000 	idf0006 	0 	164.02 	4.59 	0 	0
et3373 	svs000 	idf0016 	NA 	129.39 	5.03 	YES 	YES 	et3373 	svs000 	idf0016 	0 	129.39 	5.03 	0 	0
et3373 	svs000 	idf0017 	NA 	101.79 	4.87 	YES 	YES 	et3373 	svs000 	idf0017 	0 	101.79 	4.87 	0 	0
et3374 	svs000 	idf0000 	NA 	29.22 	5.57 	YES 	YES 	et3374 	svs000 	idf0000 	0 	29.22 	5.57 	0 	0
et3375 	svs000 	idf0000 	NA 	99.81 	3.95 	YES 	YES 	et3375 	svs000 	idf0000 	0 	99.81 	3.95 	0 	0
et3375 	svs000 	idf0001 	NA 	75.33 	3.73 	YES 	YES 	et3375 	svs000 	idf0001 	0 	75.33 	3.73 	0 	0
et3376 	svs000 	idf0001 	NA 	135.95 	5.99 	YES 	YES 	et3376 	svs000 	idf0001 	0 	135.95 	5.99 	0 	0
et3377 	svs000 	idf0000 	NA 	77.83 	7.17 	YES 	YES 	et3377 	svs000 	idf0000 	0 	77.83 	7.17 	0 	0
et3377 	svs000 	idf0001 	NA 	65.06 	7.29 	YES 	YES 	et3377 	svs000 	idf0001 	0 	65.06 	7.29 	0 	0
et3378 	svs000 	idf0000 	NA 	44.62 	8.55 	YES 	YES 	et3378 	svs000 	idf0000 	0 	44.62 	8.55 	0 	0
et3378 	svs000 	idf0003 	NA 	5.54 	8.55 	YES 	YES 	et3378 	svs000 	idf0003 	0 	5.54 	8.55 	0 	0
et3379 	svs000 	idf0000 	NA 	26.4 	8.55 	YES 	YES 	et3379 	svs000 	idf0000 	0 	26.4 	8.55 	0 	0
et3379 	svs000 	idf0001 	NA 	21.85 	8.55 	YES 	YES 	et3379 	svs000 	idf0001 	0 	21.85 	8.55 	0 	0
et3380 	svs000 	idf0000 	NA 	49.52 	8.55 	YES 	YES 	et3380 	svs000 	idf0000 	0 	49.52 	8.55 	0 	0
et3380 	svs000 	idf0001 	NA 	34.11 	8.55 	YES 	YES 	et3380 	svs000 	idf0001 	0 	34.11 	8.55 	0 	0
et3381 	svs000 	idf0000 	NA 	72.68 	8.55 	YES 	YES 	et3381 	svs000 	idf0000 	0 	72.68 	8.55 	0 	0
et3381 	svs000 	idf0001 	NA 	42.31 	8.55 	YES 	YES 	et3381 	svs000 	idf0001 	0 	42.31 	8.55 	0 	0
et3382 	svs000 	idf0000 	NA 	36.05 	8.55 	YES 	YES 	et3382 	svs000 	idf0000 	0 	36.05 	8.55 	0 	0
et3382 	svs000 	idf0001 	NA 	21.96 	8.55 	YES 	YES 	et3382 	svs000 	idf0001 	0 	21.96 	8.55 	0 	0
et3383 	svs000 	idf0000 	NA 	86.76 	8.55 	YES 	YES 	et3383 	svs000 	idf0000 	0 	86.76 	8.55 	0 	0
et3383 	svs000 	idf0003 	NA 	18.95 	8.55 	YES 	YES 	et3383 	svs000 	idf0003 	0 	18.95 	8.55 	0 	0
et3384 	svs000 	idf0000 	NA 	46.27 	7.71 	YES 	YES 	et3384 	svs000 	idf0000 	0 	46.27 	7.71 	0 	0
et3385 	svs000 	idf0000 	NA 	183.97 	3.12 	YES 	YES 	et3385 	svs000 	idf0000 	0 	183.97 	3.12 	0 	0
et3385 	svs000 	idf0001 	NA 	36.81 	3.25 	YES 	YES 	et3385 	svs000 	idf0001 	0 	36.81 	3.25 	0 	0
et3385 	svs001 	idf0000 	NA 	54.83 	4.97 	YES 	YES 	et3385 	svs001 	idf0000 	0 	54.83 	4.97 	0 	0
et3386 	svs000 	idf0000 	NA 	12.88 	15.78 	YES 	YES 	et3386 	svs000 	idf0000 	0 	12.88 	15.78 	0 	0
et3386 	svs000 	idf0001 	NA 	3.39 	12.29 	YES 	YES 	et3386 	svs000 	idf0001 	0 	3.39 	12.29 	0 	0
et3386 	svs001 	idf0000 	NA 	46.84 	5.28 	YES 	YES 	et3386 	svs001 	idf0000 	0 	46.84 	5.28 	0 	0
et3387 	svs000 	idf0000 	NA 	172.9 	6.21 	YES 	YES 	et3387 	svs000 	idf0000 	0 	172.9 	6.21 	0 	0
et3387 	svs000 	idf0001 	NA 	22.86 	6.05 	YES 	YES 	et3387 	svs000 	idf0001 	0 	22.86 	6.05 	0 	0
et3387 	svs001 	idf0000 	NA 	40.82 	6.88 	YES 	YES 	et3387 	svs001 	idf0000 	0 	40.82 	6.88 	0 	0
et3388 	svs000 	idf0000 	NA 	126.3 	4.3 	YES 	YES 	et3388 	svs000 	idf0000 	0 	126.3 	4.3 	0 	0
et3388 	svs000 	idf0001 	NA 	13.3 	4.46 	YES 	YES 	et3388 	svs000 	idf0001 	0 	13.3 	4.46 	0 	0
et3388 	svs001 	idf0000 	NA 	46.2 	6.69 	YES 	YES 	et3388 	svs001 	idf0000 	0 	46.2 	6.69 	0 	0
et3389 	svs000 	idf0000 	NA 	53.1 	8.88 	YES 	YES 	et3389 	svs000 	idf0000 	0 	53.1 	8.88 	0 	0
et3389 	svs000 	idf0001 	NA 	12 	6.94 	YES 	YES 	et3389 	svs000 	idf0001 	0 	12.0 	6.94 	0 	0
et3389 	svs001 	idf0000 	NA 	69.97 	5.6 	YES 	YES 	et3389 	svs001 	idf0000 	0 	69.97 	5.6 	0 	0
et3390 	svs000 	idf0000 	NA 	238.63 	10.8 	YES 	YES 	et3390 	svs000 	idf0000 	0 	238.63 	10.8 	0 	0
et3390 	svs000 	idf0001 	NA 	42.99 	6.75 	YES 	YES 	et3390 	svs000 	idf0001 	0 	42.99 	6.75 	0 	0
et3390 	svs001 	idf0000 	NA 	62.86 	6.46 	YES 	YES 	et3390 	svs001 	idf0000 	0 	62.86 	6.46 	0 	0
et3392 	svs000 	idf0000 	NA 	56.61 	4.36 	YES 	YES 	et3392 	svs000 	idf0000 	0 	56.61 	4.36 	0 	0
et3394 	svs000 	idf0000 	NA 	91.01 	8.55 	YES 	YES 	et3394 	svs000 	idf0000 	0 	91.01 	8.55 	0 	0
et3394 	svs000 	idf0001 	NA 	9.68 	8.55 	YES 	YES 	et3394 	svs000 	idf0001 	0 	9.68 	8.55 	0 	0
et3395 	svs000 	idf0000 	NA 	142.45 	8.55 	YES 	YES 	et3395 	svs000 	idf0000 	0 	142.45 	8.55 	0 	0
et3395 	svs000 	idf0001 	NA 	137.65 	8.55 	YES 	YES 	et3395 	svs000 	idf0001 	0 	137.65 	8.55 	0 	0
et3396 	svs000 	idf0000 	NA 	117.83 	8.55 	YES 	YES 	et3396 	svs000 	idf0000 	0 	117.83 	8.55 	0 	0
et3396 	svs000 	idf0001 	NA 	18.44 	8.55 	YES 	YES 	et3396 	svs000 	idf0001 	0 	18.44 	8.55 	0 	0
et3404 	svs000 	idf0000 	NA 	11.96 	8.55 	YES 	YES 	et3404 	svs000 	idf0000 	0 	11.96 	8.55 	0 	0
et3404 	svs000 	idf0003 	NA 	8.77 	8.55 	YES 	YES 	et3404 	svs000 	idf0003 	0 	8.77 	8.55 	0 	0
et3405 	svs000 	idf0000 	NA 	144.47 	8.55 	YES 	YES 	et3405 	svs000 	idf0000 	0 	144.47 	8.55 	0 	0
et3405 	svs000 	idf0001 	NA 	35.4 	8.55 	YES 	YES 	et3405 	svs000 	idf0001 	0 	35.4 	8.55 	0 	0
et3406 	svs000 	idf0000 	NA 	63.04 	8.55 	YES 	YES 	et3406 	svs000 	idf0000 	0 	63.04 	8.55 	0 	0
et3406 	svs000 	idf0001 	NA 	39.77 	8.55 	YES 	YES 	et3406 	svs000 	idf0001 	0 	39.77 	8.55 	0 	0
et3408 	svs003 	idf0002 	NA 	99.05 	2.44 	YES 	YES 	et3408 	svs003 	idf0002 	0 	99.05 	2.44 	0 	0
et3408 	svs003 	idf0003 	NA 	132 	2.68 	YES 	YES 	et3408 	svs003 	idf0003 	0 	132.0 	2.68 	0 	0
et3409 	svs000 	idf0004 	NA 	47.3 	3.9 	YES 	YES 	et3409 	svs000 	idf0004 	0 	47.3 	3.9 	0 	0
et3410 	svs000 	idf0000 	NA 	154.4 	3.6 	YES 	YES 	et3410 	svs000 	idf0000 	0 	154.4 	3.6 	0 	0
et3410 	svs000 	idf0001 	NA 	21.44 	3.15 	YES 	YES 	et3410 	svs000 	idf0001 	0 	21.44 	3.15 	0 	0
et3410 	svs001 	idf0000 	NA 	73.94 	4.9 	YES 	YES 	et3410 	svs001 	idf0000 	0 	73.94 	4.9 	0 	0
et3411 	svs000 	idf0000 	NA 	23.36 	4.58 	YES 	YES 	et3411 	svs000 	idf0000 	0 	23.36 	4.58 	0 	0
et3411 	svs000 	idf0001 	NA 	15.49 	6.69 	YES 	YES 	et3411 	svs000 	idf0001 	0 	15.49 	6.69 	0 	0
et3411 	svs001 	idf0000 	NA 	49.98 	7.1 	YES 	YES 	et3411 	svs001 	idf0000 	0 	49.98 	7.1 	0 	0
et3412 	svs000 	idf0000 	NA 	35.63 	2.55 	YES 	YES 	et3412 	svs000 	idf0000 	0 	35.63 	2.55 	0 	0
et3412 	svs000 	idf0001 	NA 	24.16 	2.48 	YES 	YES 	et3412 	svs000 	idf0001 	0 	24.16 	2.48 	0 	0
et3412 	svs001 	idf0000 	NA 	73.25 	5.38 	YES 	YES 	et3412 	svs001 	idf0000 	0 	73.25 	5.38 	0 	0
et3413 	svs000 	idf0000 	NA 	13.03 	9.2 	YES 	YES 	et3413 	svs000 	idf0000 	0 	13.03 	9.2 	0 	0
et3413 	svs001 	idf0000 	NA 	66.07 	5.13 	YES 	YES 	et3413 	svs001 	idf0000 	0 	66.07 	5.13 	0 	0
et3414 	svs000 	idf0000 	NA 	103.37 	5.38 	YES 	YES 	et3414 	svs000 	idf0000 	0 	103.37 	5.38 	0 	0
et3414 	svs000 	idf0001 	NA 	54.35 	4.58 	YES 	YES 	et3414 	svs000 	idf0001 	0 	54.35 	4.58 	0 	0
et3414 	svs001 	idf0000 	NA 	37.15 	6.05 	YES 	YES 	et3414 	svs001 	idf0000 	0 	37.15 	6.05 	0 	0
et3418 	svs000 	idf0000 	NA 	43.74 	4.08 	YES 	YES 	et3418 	svs000 	idf0000 	0 	43.74 	4.08 	0 	0
et3419 	svs000 	idf0000 	NA 	104.07 	3.5 	YES 	YES 	et3419 	svs000 	idf0000 	0 	104.07 	3.5 	0 	0
et3419 	svs000 	idf0001 	NA 	19.45 	3.47 	YES 	YES 	et3419 	svs000 	idf0001 	0 	19.45 	3.47 	0 	0
et3420 	svs000 	idf0000 	NA 	30.47 	7.07 	YES 	YES 	et3420 	svs000 	idf0000 	0 	30.47 	7.07 	0 	0
et3421 	svs000 	idf0000 	NA 	212.72 	4.59 	YES 	YES 	et3421 	svs000 	idf0000 	0 	212.72 	4.59 	0 	0
et3421 	svs000 	idf0001 	NA 	156.09 	4.71 	YES 	YES 	et3421 	svs000 	idf0001 	0 	156.09 	4.71 	0 	0
et3422 	svs000 	idf0000 	NA 	182.37 	5.73 	YES 	YES 	et3422 	svs000 	idf0000 	0 	182.37 	5.73 	0 	0
et3422 	svs000 	idf0001 	NA 	116.34 	5.7 	YES 	YES 	et3422 	svs000 	idf0001 	0 	116.34 	5.7 	0 	0
et3423 	svs000 	idf0003 	NA 	91.43 	6.85 	YES 	YES 	et3423 	svs000 	idf0003 	0 	91.43 	6.85 	0 	0
et3423 	svs000 	idf0004 	NA 	23.61 	6.27 	YES 	YES 	et3423 	svs000 	idf0004 	0 	23.61 	6.27 	0 	0
et3424 	svs000 	idf0000 	NA 	14.24 	7.48 	YES 	YES 	et3424 	svs000 	idf0000 	0 	14.24 	7.48 	0 	0
et3424 	svs000 	idf0001 	NA 	16.46 	7.83 	YES 	YES 	et3424 	svs000 	idf0001 	0 	16.46 	7.83 	0 	0
et3425 	svs000 	idf0000 	NA 	17.76 	6.88 	YES 	YES 	et3425 	svs000 	idf0000 	0 	17.76 	6.88 	0 	0
et3425 	svs000 	idf0001 	NA 	10.85 	6.21 	YES 	YES 	et3425 	svs000 	idf0001 	0 	10.85 	6.21 	0 	0
et3426 	svs000 	idf0000 	NA 	94.87 	4.71 	YES 	YES 	et3426 	svs000 	idf0000 	0 	94.87 	4.71 	0 	0
et3426 	svs000 	idf0001 	NA 	46.91 	4.36 	YES 	YES 	et3426 	svs000 	idf0001 	0 	46.91 	4.36 	0 	0
et3427 	svs000 	idf0000 	NA 	26.81 	3.44 	YES 	YES 	et3427 	svs000 	idf0000 	0 	26.81 	3.44 	0 	0
et3428 	svs000 	idf0000 	NA 		3.1 	YES 	YES 	et3428 	svs000 	idf0000 	0 	0.0 	3.1 	0 	0
et3428 	svs000 	idf0001 	NA 	35.39 	2.99 	YES 	YES 	et3428 	svs000 	idf0001 	0 	35.39 	2.99 	0 	0
et3429 	svs002 	idf0001 	NA 	23.12 	8.55 	YES 	YES 	et3429 	svs002 	idf0001 	0 	23.12 	8.55 	0 	0
et3429 	svs002 	idf0002 	NA 	11.74 	8.55 	YES 	YES 	et3429 	svs002 	idf0002 	0 	11.74 	8.55 	0 	0
et3430 	svs000 	idf0000 	NA 	131.21 	8.55 	YES 	YES 	et3430 	svs000 	idf0000 	0 	131.21 	8.55 	0 	0
et3430 	svs000 	idf0001 	NA 	29.79 	8.55 	YES 	YES 	et3430 	svs000 	idf0001 	0 	29.79 	8.55 	0 	0
et3431 	svs000 	idf0000 	NA 	30.81 	8.55 	YES 	YES 	et3431 	svs000 	idf0000 	0 	30.81 	8.55 	0 	0
et3431 	svs000 	idf0001 	NA 	11.86 	8.55 	YES 	YES 	et3431 	svs000 	idf0001 	0 	11.86 	8.55 	0 	0
et3432 	svs000 	idf0000 	NA 	23.31 	8.55 	YES 	YES 	et3432 	svs000 	idf0000 	0 	23.31 	8.55 	0 	0
et3432 	svs000 	idf0001 	NA 	4.61 	8.55 	YES 	YES 	et3432 	svs000 	idf0001 	0 	4.61 	8.55 	0 	0
et3433 	svs000 	idf0000 	NA 	60.48 	8.55 	YES 	YES 	et3433 	svs000 	idf0000 	0 	60.48 	8.55 	0 	0
et3433 	svs000 	idf0001 	NA 	15.48 	8.55 	YES 	YES 	et3433 	svs000 	idf0001 	0 	15.48 	8.55 	0 	0
et3434 	svs000 	idf0000 	NA 	60.5 	8.55 	YES 	YES 	et3434 	svs000 	idf0000 	0 	60.5 	8.55 	0 	0
et3434 	svs000 	idf0001 	NA 	13.39 	8.55 	YES 	YES 	et3434 	svs000 	idf0001 	0 	13.39 	8.55 	0 	0
et3449 	svs000 	idf0005 	NA 	9.81 	0 	YES 	YES 	et3449 	svs000 	idf0005 	0 	9.81 	0.0 	0 	0
et3458 	svs000 	idf0000 	NA 	335.83 	45 	YES 	YES 	et3458 	svs000 	idf0000 	0 	335.83 	45.0 	0 	0
et3458 	svs000 	idf0001 	NA 	231.56 	41 	YES 	YES 	et3458 	svs000 	idf0001 	0 	231.56 	41.0 	0 	0
et3459 	svs000 	idf0000 	NA 	26.72 	5.4 	YES 	YES 	et3459 	svs000 	idf0000 	0 	26.72 	5.4 	0 	0
et3460 	svs000 	idf0000 	NA 	212.75 	6.6 	YES 	YES 	et3460 	svs000 	idf0000 	0 	212.75 	6.6 	0 	0
et3460 	svs000 	idf0001 	NA 	47.25 	5.6 	YES 	YES 	et3460 	svs000 	idf0001 	0 	47.25 	5.6 	0 	0
et3461 	svs000 	idf0002 	NA 	19.93 	26 	YES 	YES 	et3461 	svs000 	idf0002 	0 	19.93 	26.0 	0 	0
et3461 	svs000 	idf0003 	NA 	58.66 	34 	YES 	YES 	et3461 	svs000 	idf0003 	0 	58.66 	34.0 	0 	0
et3483 	svs000 	idf0000 	NA 			YES 	YES 	et3483 	svs000 	idf0000 	0 	0.0 	0.0 	0 	0
et3483 	svs000 	idf0001 	NA 			YES 	YES 	et3483 	svs000 	idf0001 	0 	0.0 	0.0 	0 	0
et3488 	svs002 	idf0000 	NA 	46.5 	8.55 	YES 	YES 	et3488 	svs002 	idf0000 	0 	46.5 	8.55 	0 	0
et3489 	svs007 	idf0000 	NA 	20.77 	8.55 	YES 	YES 	et3489 	svs007 	idf0000 	0 	20.77 	8.55 	0 	0
et3491 	svs000 	idf0002 	NA 	28.26 	8.2 	YES 	YES 	et3491 	svs000 	idf0002 	0 	28.26 	8.2 	0 	0
et3491 	svs000 	idf0003 	NA 	24.63 	8.7 	YES 	YES 	et3491 	svs000 	idf0003 	0 	24.63 	8.7 	0 	0
et3494 	svs001 	idf0004 	NA 	205.29 	4.14 	YES 	YES 	et3494 	svs001 	idf0004 	0 	205.29 	4.14 	0 	0
et3494 	svs001 	idf0005 	NA 	73.65 	3.17 	YES 	YES 	et3494 	svs001 	idf0005 	0 	73.65 	3.17 	0 	0
et3495 	svs002 	idf0002 	NA 	44.51 	5.12 	YES 	YES 	et3495 	svs002 	idf0002 	0 	44.51 	5.12 	0 	0
et3495 	svs002 	idf0003 	NA 	66.64 	4.88 	YES 	YES 	et3495 	svs002 	idf0003 	0 	66.64 	4.88 	0 	0
et3496 	svs004 	idf0002 	NA 	96.02 	4.14 	YES 	YES 	et3496 	svs004 	idf0002 	0 	96.02 	4.14 	0 	0
et3496 	svs004 	idf0003 	NA 	43.32 	3.66 	YES 	YES 	et3496 	svs004 	idf0003 	0 	43.32 	3.66 	0 	0
et3497 	svs001 	idf0000 	NA 	74.56 	4.88 	YES 	YES 	et3497 	svs001 	idf0000 	0 	74.56 	4.88 	0 	0
et3497 	svs001 	idf0001 	NA 	63.57 	4.39 	YES 	YES 	et3497 	svs001 	idf0001 	0 	63.57 	4.39 	0 	0
et3502 	svs004 	idf0000 	NA 	33.02 	8.55 	YES 	YES 	et3502 	svs004 	idf0000 	0 	33.02 	8.55 	0 	0
et3515 	svs000 	idf0001 	NA 	21.09 	2.58 	YES 	YES 	et3515 	svs000 	idf0001 	0 	21.09 	2.58 	0 	0
et3515 	svs000 	idf0002 	NA 	51.99 	2.58 	YES 	YES 	et3515 	svs000 	idf0002 	0 	51.99 	2.58 	0 	0
et3516 	svs000 	idf0000 	NA 	40.69 	2.58 	YES 	YES 	et3516 	svs000 	idf0000 	0 	40.69 	2.58 	0 	0
et3516 	svs000 	idf0001 	NA 	18.05 	2.58 	YES 	YES 	et3516 	svs000 	idf0001 	0 	18.05 	2.58 	0 	0
et3519 	svs000 	idf0000 	NA 	18.99 	3.09 	YES 	YES 	et3519 	svs000 	idf0000 	0 	18.99 	3.09 	0 	0
et3520 	svs000 	idf0000 	NA 	18.01 	3.56 	YES 	YES 	et3520 	svs000 	idf0000 	0 	18.01 	3.56 	0 	0
et3520 	svs000 	idf0001 	NA 	5.11 	3.63 	YES 	YES 	et3520 	svs000 	idf0001 	0 	5.11 	3.63 	0 	0
et3521 	svs000 	idf0000 	NA 	53.31 	12.25 	YES 	YES 	et3521 	svs000 	idf0000 	0 	53.31 	12.25 	0 	0
et3522 	svs000 	idf0000 	NA 	71.24 	8.56 	YES 	YES 	et3522 	svs000 	idf0000 	0 	71.24 	8.56 	0 	0
et3522 	svs000 	idf0001 	NA 	14.06 	10.31 	YES 	YES 	et3522 	svs000 	idf0001 	0 	14.06 	10.31 	0 	0
et3523 	svs000 	idf0000 	NA 	40.43 	0.76 	YES 	YES 	et3523 	svs000 	idf0000 	0 	40.43 	0.76 	0 	0
et3523 	svs000 	idf0001 	NA 	9.81 	0.8 	YES 	YES 	et3523 	svs000 	idf0001 	0 	9.81 	0.8 	0 	0
et3524 	svs000 	idf0000 	NA 	31.27 	5.16 	YES 	YES 	et3524 	svs000 	idf0000 	0 	31.27 	5.16 	0 	0
et3524 	svs000 	idf0001 	NA 	5.16 	4.74 	YES 	YES 	et3524 	svs000 	idf0001 	0 	5.16 	4.74 	0 	0
et3525 	svs000 	idf0000 	NA 	107.88 	3.57 	YES 	YES 	et3525 	svs000 	idf0000 	0 	107.88 	3.57 	0 	0
et3525 	svs000 	idf0001 	NA 	13.05 	5.76 	YES 	YES 	et3525 	svs000 	idf0001 	0 	13.05 	5.76 	0 	0
et3526 	svs000 	idf0000 	NA 	313.49 	5.89 	YES 	YES 	et3526 	svs000 	idf0000 	0 	313.49 	5.89 	0 	0
et3526 	svs000 	idf0001 	NA 	44.97 	5.47 	YES 	YES 	et3526 	svs000 	idf0001 	0 	44.97 	5.47 	0 	0
et3527 	svs000 	idf0000 	NA 	105.58 	3.28 	YES 	YES 	et3527 	svs000 	idf0000 	0 	105.58 	3.28 	0 	0
et3527 	svs000 	idf0001 	NA 	80.95 	2.32 	YES 	YES 	et3527 	svs000 	idf0001 	0 	80.95 	2.32 	0 	0
et3528 	svs000 	idf0000 	NA 	40.26 	11.52 	YES 	YES 	et3528 	svs000 	idf0000 	0 	40.26 	11.52 	0 	0
et3528 	svs001 	idf0000 	NA 	2.99 	10.31 	YES 	YES 	et3528 	svs001 	idf0000 	0 	2.99 	10.31 	0 	0
et3529 	svs000 	idf0000 	NA 	35.84 	5.6 	YES 	YES 	et3529 	svs000 	idf0000 	0 	35.84 	5.6 	0 	0
et3529 	svs000 	idf0001 	NA 	29.24 	5.79 	YES 	YES 	et3529 	svs000 	idf0001 	0 	29.24 	5.79 	0 	0
et3530 	svs000 	idf0000 	NA 	33.95 	6.68 	YES 	YES 	et3530 	svs000 	idf0000 	0 	33.95 	6.68 	0 	0
et3530 	svs001 	idf0000 	NA 	63.34 	4.36 	YES 	YES 	et3530 	svs001 	idf0000 	0 	63.34 	4.36 	0 	0
et3532 	svs000 	idf0000 	NA 	38.83 	3.9 	YES 	YES 	et3532 	svs000 	idf0000 	0 	38.83 	3.9 	0 	0
et3532 	svs000 	idf0001 	NA 	37.18 	3.9 	YES 	YES 	et3532 	svs000 	idf0001 	0 	37.18 	3.9 	0 	0
et3533 	svs000 	idf0000 	NA 	103.59 	4.63 	YES 	YES 	et3533 	svs000 	idf0000 	0 	103.59 	4.63 	0 	0
et3533 	svs000 	idf0001 	NA 	53.93 	4.88 	YES 	YES 	et3533 	svs000 	idf0001 	0 	53.93 	4.88 	0 	0
et3534 	svs000 	idf0000 	NA 	312.37 	4.39 	YES 	YES 	et3534 	svs000 	idf0000 	0 	312.37 	4.39 	0 	0
et3534 	svs000 	idf0001 	NA 	99.57 	3.9 	YES 	YES 	et3534 	svs000 	idf0001 	0 	99.57 	3.9 	0 	0
et3535 	svs000 	idf0000 	NA 	31.76 	6.58 	YES 	YES 	et3535 	svs000 	idf0000 	0 	31.76 	6.58 	0 	0
et3535 	svs000 	idf0001 	NA 	58.33 	6.09 	YES 	YES 	et3535 	svs000 	idf0001 	0 	58.33 	6.09 	0 	0
et3536 	svs000 	idf0000 	NA 	153.58 	5.12 	YES 	YES 	et3536 	svs000 	idf0000 	0 	153.58 	5.12 	0 	0
et3536 	svs000 	idf0001 	NA 	31.85 	4.39 	YES 	YES 	et3536 	svs000 	idf0001 	0 	31.85 	4.39 	0 	0
et3537 	svs000 	idf0000 	NA 	32.89 	5.36 	YES 	YES 	et3537 	svs000 	idf0000 	0 	32.89 	5.36 	0 	0
et3538 	svs000 	idf0000 	NA 	157.72 	3.41 	YES 	YES 	et3538 	svs000 	idf0000 	0 	157.72 	3.41 	0 	0
et3538 	svs000 	idf0001 	NA 	131.89 	3.66 	YES 	YES 	et3538 	svs000 	idf0001 	0 	131.89 	3.66 	0 	0
et3539 	svs000 	idf0000 	NA 	39.53 	6.58 	YES 	YES 	et3539 	svs000 	idf0000 	0 	39.53 	6.58 	0 	0
et3539 	svs000 	idf0001 	NA 	23.98 	3.9 	YES 	YES 	et3539 	svs000 	idf0001 	0 	23.98 	3.9 	0 	0
et3540 	svs000 	idf0000 	NA 	18.79 	8.78 	YES 	YES 	et3540 	svs000 	idf0000 	0 	18.79 	8.78 	0 	0
et3540 	svs000 	idf0001 	NA 	22.24 	8.29 	YES 	YES 	et3540 	svs000 	idf0001 	0 	22.24 	8.29 	0 	0
et3541 	svs000 	idf0000 	NA 	59.7 	3.41 	YES 	YES 	et3541 	svs000 	idf0000 	0 	59.7 	3.41 	0 	0
et3542 	svs000 	idf0000 	NA 	59.7 	3.41 	YES 	YES 	et3542 	svs000 	idf0000 	0 	59.7 	3.41 	0 	0
et3542 	svs000 	idf0001 	NA 	40.85 	1.22 	YES 	YES 	et3542 	svs000 	idf0001 	0 	40.85 	1.22 	0 	0
et3543 	svs000 	idf0000 	NA 	90.47 	3.9 	YES 	YES 	et3543 	svs000 	idf0000 	0 	90.47 	3.9 	0 	0
et3543 	svs000 	idf0001 	NA 	15.73 	3.66 	YES 	YES 	et3543 	svs000 	idf0001 	0 	15.73 	3.66 	0 	0
et3549 	svs000 	idf0000 	NA 	104.15 	2.58 	YES 	YES 	et3549 	svs000 	idf0000 	0 	104.15 	2.58 	0 	0
et3549 	svs000 	idf0002 	NA 	19.07 	2.58 	YES 	YES 	et3549 	svs000 	idf0002 	0 	19.07 	2.58 	0 	0
